Source_ID	Strain	Supergroup	Phylum	Class	Order	Family	Genus	Species	Notes
MMETSP1358	CCMP1242	Rhizaria	Cercozoa	Filosa	Chlorarachniophyta	Chlorarachniophyceae	Bigelowiella	Bigelowiella natans	Archibald 2018
MMETSP0109	CCCM449	Rhizaria	Cercozoa	Filosa	Chlorarachniophyta	Chlorarachniophyceae	Chlorarachnion	Chlorarachnion reptans	Archibald 2018
MMETSP0110	CCMP2014	Rhizaria	Cercozoa	Filosa	Chlorarachniophyta	Chlorarachniophyceae	Gymnochlora	Gymnochlora sp.	Archibald 2018
MMETSP0042	CCMP2058	Rhizaria	Cercozoa	Filosa	Chlorarachniophyta	Chlorarachniophyceae	Lotharella	Lotharella amoebiformis	Archibald 2018
MMETSP0041	LEX01	Rhizaria	Cercozoa	Filosa	Chlorarachniophyta	Chlorarachniophyceae	Lotharella	Lotharella globosa	Archibald 2018
MMETSP0111	CCCM811	Rhizaria	Cercozoa	Filosa	Chlorarachniophyta	Chlorarachniophyceae	Lotharella	Lotharella globosa	Archibald 2018
MMETSP0112	CCCM811	Rhizaria	Cercozoa	Filosa	Chlorarachniophyta	Chlorarachniophyceae	Lotharella	Lotharella globosa	Archibald 2018
MMETSP0040	CCMP622	Rhizaria	Cercozoa	Filosa	Chlorarachniophyta	Chlorarachniophyceae	Lotharella	Lotharella oceanica	Archibald 2018
MMETSP0113	BC52	Rhizaria	Cercozoa	Filosa	Chlorarachniophyta	Chlorarachniophyceae	Norrisiella	Norrisiella sphaerica	Archibald 2018
MMETSP1318	RCC365	Rhizaria	Cercozoa	Filosa	Chlorarachniophyta	Chlorarachniophyceae	Partenskyella	Partenskyella glossopodia	Archibald 2018
AddRef0032	Uncertain	Rhizaria	Cercozoa	Filosa	Chlorarachniophyta	Paulinellideae	Paulinella	Paulinella chromatophora	Archibald 2018
MMETSP0186	Minchinia chitonis	Rhizaria	Cercozoa	Haplospora	Haplosporida	Haplosporiidae	Minchinia	Minchinia chitonis	Archibald 2018
MMETSP0086	D1	Rhizaria	Cercozoa	Thecofilosea	Incertae sedis	Incertae sedis	Thecofilosea	Thecofilosea Unknown	Archibald 2018
MMETSP0087	D1	Rhizaria	Cercozoa	Thecofilosea	Incertae sedis	Incertae sedis	Thecofilosea	Thecofilosea Unknown	Archibald 2018
AddRef0004	Uncertain	Rhizaria	Cercozoa	Thecofilosea	Phaeodaria	Incertae sedis	Aulacantha	Aulacantha scolymantha	Archibald 2018
AddRef0002	Uncertain	Rhizaria	Retaria	Acantharia	Incertae sedis	Incertae sedis	Amphilonche	Amphilonche elongata	Archibald 2018
AddRef0047	Uncertain	Rhizaria	Retaria	Acantharia	Taxopodida	Sticholonchida	Sticholonche	Sticholonche	Archibald 2018
MMETSP1385	Elphidium margaritaceum	Rhizaria	Retaria	Foraminifera	Elphidiidae	Incertae sedis	Elphidium	Elphidium margaritaceum	Archibald 2018
AddRef0037	Uncertain	Rhizaria	Retaria	Foraminifera	Reticulomyxidae	Monothalamids	Reticulomyxa	Reticulomyxa filosa	Archibald 2018
MMETSP0190	Rosalina	Rhizaria	Retaria	Foraminifera	Rosalinidae	Incertae sedis	Rosalina	Rosalina sp.	Archibald 2018
MMETSP1384	Ammonia	Rhizaria	Retaria	Foraminifera	Rotaliidae	Incertae sedis	Ammonia	Ammonia sp.	Archibald 2018
MMETSP0191	Sorites sp.	Rhizaria	Retaria	Foraminifera	Soritidae	Incertae sedis	Sorites	Sorites sp.	Archibald 2018
AddRef0012	Uncertain	Rhizaria	Retaria	Polycystinea	Collodaria	Incertae sedis	Collozoum	Collozoum sp.	Archibald 2018
AddRef0048	Uncertain	Rhizaria	Retaria	Polycystinea	Nassellaria	Incertae sedis	Lithomelizza	Lithomelizza setosa	Archibald 2018
AddRef0039	Uncertain	Rhizaria	Retaria	Polycystinea	Spumellaria	Collosphaeridae	Spongosphaera	Spongosphaera streptacantha	Archibald 2018
AddRef0061		Rhizaria	Retaria	Polycystinea	Spumellaria	Collosphaeridae	Thalassicolla	Thalassicolla nucleata	Archibald 2018
MMETSP0115	ms1	Stramenopile	Bicosoecida	Biocoecea	Bicoecida	Bicosoecaceae	Bicosoeca	Bicosoecid sp	H.J.Clark, 1868
MMETSP0942	E4-10	Stramenopile	Bicosoecida	Biocoecea	Bicoecida	Cafeteriaceae	Cafeteria	Cafeteria roenbergensis	Fenchel & D.J.Patterson, 1988
MMETSP1104	Caron Lab Isolate	Stramenopile	Bicosoecida	Biocoecea	Bicoecida	Cafeteriaceae	Cafeteria	Cafeteria sp.	Fenchel & D.J.Patterson, 1988
MMETSP0954	PBS07	Stramenopile	Labyrinthulomycota	Labyrinthulomycetes	Labyrinthulales	Aplanochytriaceae	Aplanochytrium	Aplanochytrium sp	Archibald 2018
MMETSP0955	PBS07	Stramenopile	Labyrinthulomycota	Labyrinthulomycetes	Labyrinthulales	Aplanochytriaceae	Aplanochytrium	Aplanochytrium sp	Archibald 2018
MMETSP0956	PBS07	Stramenopile	Labyrinthulomycota	Labyrinthulomycetes	Labyrinthulales	Aplanochytriaceae	Aplanochytrium	Aplanochytrium sp	Archibald 2018
MMETSP0957	PBS07	Stramenopile	Labyrinthulomycota	Labyrinthulomycetes	Labyrinthulales	Aplanochytriaceae	Aplanochytrium	Aplanochytrium sp	Archibald 2018
MMETSP1346	GSBS06	Stramenopile	Labyrinthulomycota	Labyrinthulomycetes	Labyrinthulales	Aplanochytriaceae	Aplanochytrium	Aplanochytrium stocchinoi	Archibald 2018
MMETSP1347	GSBS06	Stramenopile	Labyrinthulomycota	Labyrinthulomycetes	Labyrinthulales	Aplanochytriaceae	Aplanochytrium	Aplanochytrium stocchinoi	Archibald 2018
MMETSP1348	GSBS06	Stramenopile	Labyrinthulomycota	Labyrinthulomycetes	Labyrinthulales	Aplanochytriaceae	Aplanochytrium	Aplanochytrium stocchinoi	Archibald 2018
MMETSP1349	GSBS06	Stramenopile	Labyrinthulomycota	Labyrinthulomycetes	Labyrinthulales	Aplanochytriaceae	Aplanochytrium	Aplanochytrium stocchinoi	Archibald 2018
MMETSP0958	ATCCMYA-1381	Stramenopile	Labyrinthulomycota	Labyrinthulomycetes	Thraustochytriales	Thraustochytriacae	Aurantiochytrium	Aurantiochytrium limacinum	Archibald 2018
MMETSP0959	ATCCMYA-1381	Stramenopile	Labyrinthulomycota	Labyrinthulomycetes	Thraustochytriales	Thraustochytriacae	Aurantiochytrium	Aurantiochytrium limacinum	Archibald 2018
MMETSP0960	ATCCMYA-1381	Stramenopile	Labyrinthulomycota	Labyrinthulomycetes	Thraustochytriales	Thraustochytriacae	Aurantiochytrium	Aurantiochytrium limacinum	Archibald 2018
MMETSP0961	ATCCMYA-1381	Stramenopile	Labyrinthulomycota	Labyrinthulomycetes	Thraustochytriales	Thraustochytriacae	Aurantiochytrium	Aurantiochytrium limacinum	Archibald 2018
MMETSP0962	ATCC28209	Stramenopile	Labyrinthulomycota	Labyrinthulomycetes	Thraustochytriales	Thraustochytriacae	Schizochytrium	Schizochytrium aggregatum	Archibald 2018
MMETSP0963	ATCC28209	Stramenopile	Labyrinthulomycota	Labyrinthulomycetes	Thraustochytriales	Thraustochytriacae	Schizochytrium	Schizochytrium aggregatum	Archibald 2018
MMETSP0964	ATCC28209	Stramenopile	Labyrinthulomycota	Labyrinthulomycetes	Thraustochytriales	Thraustochytriacae	Schizochytrium	Schizochytrium aggregatum	Archibald 2018
MMETSP0965	ATCC28209	Stramenopile	Labyrinthulomycota	Labyrinthulomycetes	Thraustochytriales	Thraustochytriacae	Schizochytrium	Schizochytrium aggregatum	Archibald 2018
MMETSP0198	LLF1b	Stramenopile	Labyrinthulomycota	Labyrinthulomycetes	Thraustochytriales	Thraustochytriacae	Thraustochytrium	Thraustochytrium sp.	Archibald 2018
MMETSP0199	LLF1b	Stramenopile	Labyrinthulomycota	Labyrinthulomycetes	Thraustochytriales	Thraustochytriacae	Thraustochytrium	Thraustochytrium sp.	Archibald 2018
AddRef0052		Stramenopile	MAST	MAST	MAST-3	MAST-3	MAST-3	Incisomonas marina (MAST-3)	Archibald 2018, not described
AddRef0053	TOSAG41-2	Stramenopile	MAST	MAST	MAST-3	MAST-3	MAST-3A	MAST-3A	Archibald 2018, not described
AddRef0054	TOSAG23-6	Stramenopile	MAST	MAST	MAST-3	MAST-3	MAST-3F	MAST-3F	Archibald 2018, not described
AddRef0049		Stramenopile	MAST	MAST	MAST-4	MAST-4	MAST-4	MAST-4	Archibald 2018, not described
AddRef0050		Stramenopile	MAST	MAST	MAST-4	MAST-4	MAST-4A	MAST-4A	Archibald 2018, not described
AddRef0055	TOSAG23-1	Stramenopile	MAST	MAST	MAST-4	MAST-4	MAST-4A	MAST-4A1	Archibald 2018, not described
AddRef0056	TOSAG23-2	Stramenopile	MAST	MAST	MAST-4	MAST-4	MAST-4A	MAST-4A2	Archibald 2018, not described
AddRef0057	TOSAG41-1	Stramenopile	MAST	MAST	MAST-4	MAST-4	MAST-4C	MAST-4C	Archibald 2018, not described
AddRef0051		Stramenopile	MAST	MAST	MAST-4	MAST-4	MAST-4E	MAST-4E	Archibald 2018, not described
AddRef0058	TOSAG23-3	Stramenopile	MAST	MAST	MAST-4	MAST-4	MAST-4E	MAST-4E	Archibald 2018, not described
MMETSP0017	KMMCC:B-181	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium	Archibald 2018, not described
MMETSP0744	CCMP561	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia punctata	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0745	CCMP561	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia punctata	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0746	CCMP561	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia punctata	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0747	CCMP561	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia punctata	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0014	RCC80	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia sp.	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0329	B593	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia arenysensis	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0139	10249 10 AB	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia australis	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0140	10249 10 AB	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia australis	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0141	10249 10 AB	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia australis	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0142	10249 10 AB	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia australis	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0327	B596	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia delicatissima	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP1432	UNC1205	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia delicatissima	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0850	WWA7	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia fraudulenta	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0851	WWA7	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia fraudulenta	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0852	WWA7	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia fraudulenta	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0853	WWA7	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia fraudulenta	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP1423	UNC1101	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia heimii	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP1060	cf. cingulata	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia pungens	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP1061	cf. pungens	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia pungens	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0733	L26-C5	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0734	L26-C5	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0735	L26-C5	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0736	L26-C5	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0906	L2-C3	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0907	L2-C3	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0908	L2-C3	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0909	L2-C3	Stramenopile	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis kerguelensis	H. Peragallo in H. Peragallo & M. Peragallo, 1900
MMETSP0010	308	Stramenopile	Ochrophyta	Bacillariophyceae	Corethrids	Incertae sedis	Corethron	Corethron hystrix	Archibald 2018
MMETSP0169	L29A3	Stramenopile	Ochrophyta	Bacillariophyceae	Corethrids	Incertae sedis	Corethron	Corethron pennatum	Archibald 2018
MMETSP0171	L29A3	Stramenopile	Ochrophyta	Bacillariophyceae	Corethrids	Incertae sedis	Corethron	Corethron pennatum	Archibald 2018
MMETSP1066	CCMP2513	Stramenopile	Ochrophyta	Bacillariophyceae	Coscinodiscids	Incertae sedis	Coscinodiscus	Coscinodiscus wailesii	Archibald 2018
MMETSP0397	ECT3854	Stramenopile	Ochrophyta	Bacillariophyceae	Cyclophorales	Cyclophoraceae	Cyclophora	Cyclophora tenuis	World Register of Marine Species
MMETSP0418	13vi08-1A	Stramenopile	Ochrophyta	Bacillariophyceae	Cyclophorales	Incertae sedis	Astrosyne	Astrosyne radiata	World Register of Marine Species
MMETSP0696	CCMP396	Stramenopile	Ochrophyta	Bacillariophyceae	Cymatosirales	Cymatosiraceae	Extubocellulus	Extubocellulus spinifer	World Register of Marine Species
MMETSP0697	CCMP396	Stramenopile	Ochrophyta	Bacillariophyceae	Cymatosirales	Cymatosiraceae	Extubocellulus	Extubocellulus spinifer	World Register of Marine Species
MMETSP0698	CCMP396	Stramenopile	Ochrophyta	Bacillariophyceae	Cymatosirales	Cymatosiraceae	Extubocellulus	Extubocellulus spinifer	World Register of Marine Species
MMETSP0699	CCMP396	Stramenopile	Ochrophyta	Bacillariophyceae	Cymatosirales	Cymatosiraceae	Extubocellulus	Extubocellulus spinifer	World Register of Marine Species
MMETSP1070	NH13	Stramenopile	Ochrophyta	Bacillariophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	Minutocellus polymorphus	World Register of Marine Species
MMETSP1322	RCC2270	Stramenopile	Ochrophyta	Bacillariophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	Minutocellus polymorphus	World Register of Marine Species
MMETSP1434	CCMP3303	Stramenopile	Ochrophyta	Bacillariophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	Minutocellus polymorphus	World Register of Marine Species
MMETSP0705	CCMP134	Stramenopile	Ochrophyta	Bacillariophyceae	Rhaphoneidales	Asterionellopsidaceae	Asterionellopsis	Asterionellopsis glacialis	R.M.Crawford & D.G.Mann 1990
MMETSP0706	CCMP134	Stramenopile	Ochrophyta	Bacillariophyceae	Rhaphoneidales	Asterionellopsidaceae	Asterionellopsis	Asterionellopsis glacialis	R.M.Crawford & D.G.Mann 1991
MMETSP0707	CCMP134	Stramenopile	Ochrophyta	Bacillariophyceae	Rhaphoneidales	Asterionellopsidaceae	Asterionellopsis	Asterionellopsis glacialis	R.M.Crawford & D.G.Mann 1992
MMETSP0708	CCMP134	Stramenopile	Ochrophyta	Bacillariophyceae	Rhaphoneidales	Asterionellopsidaceae	Asterionellopsis	Asterionellopsis glacialis	R.M.Crawford & D.G.Mann 1993
MMETSP0713	Asterionellopsis glacialis	Stramenopile	Ochrophyta	Bacillariophyceae	Rhaphoneidales	Asterionellopsidaceae	Asterionellopsis	Asterionellopsis glacialis	R.M.Crawford & D.G.Mann 1994
MMETSP1394	CCMP1581	Stramenopile	Ochrophyta	Bacillariophyceae	Rhaphoneidales	Asterionellopsidaceae	Asterionellopsis	Asterionellopsis glacialis	R.M.Crawford & D.G.Mann 1995
MMETSP1361	CCMP2646	Stramenopile	Ochrophyta	Bacillariophyceae	Rhaphoneidales	Asterionellopsidaceae	Staurosira	Staurosira complex sp.	World Register of Marine Species
MMETSP1176	CCMP1620	Stramenopile	Ochrophyta	Bacillariophyceae	Rhaphoneidales	Asterionellopsidaceae	Synedropsis	Synedropsis recta cf	World Register of Marine Species
MMETSP1437	CCMP1452	Stramenopile	Ochrophyta	Bacillariophyceae	Hemiaulales	Hemiaulaceae	Eucampia	Eucampia antarctica	World Register of Marine Species
MMETSP1449	CCMP2084	Stramenopile	Ochrophyta	Bacillariophyceae	Incertae sedis	Attheyaceae	Attheya	Attheya septentrionalis	World Register of Marine Species
MMETSP0088	CCMP159	Stramenopile	Ochrophyta	Bacillariophyceae	Incertae sedis	Chaetocerotaceae	Chaetoceros	Chaetoceros affinis	World Register of Marine Species
MMETSP0090	CCMP159	Stramenopile	Ochrophyta	Bacillariophyceae	Incertae sedis	Chaetocerotaceae	Chaetoceros	Chaetoceros affinis	World Register of Marine Species
MMETSP0091	CCMP159	Stramenopile	Ochrophyta	Bacillariophyceae	Incertae sedis	Chaetocerotaceae	Chaetoceros	Chaetoceros affinis	World Register of Marine Species
MMETSP0092	CCMP159	Stramenopile	Ochrophyta	Bacillariophyceae	Incertae sedis	Chaetocerotaceae	Chaetoceros	Chaetoceros affinis	World Register of Marine Species
MMETSP1435	CCMP164	Stramenopile	Ochrophyta	Bacillariophyceae	Incertae sedis	Chaetocerotaceae	Chaetoceros	Chaetoceros brevis	World Register of Marine Species
MMETSP1336	RCC1993	Stramenopile	Ochrophyta	Bacillariophyceae	Incertae sedis	Chaetocerotaceae	Chaetoceros	Chaetoceros cf. neogracile	World Register of Marine Species
MMETSP0716	Chaetoceros curvisetus	Stramenopile	Ochrophyta	Bacillariophyceae	Incertae sedis	Chaetocerotaceae	Chaetoceros	Chaetoceros curvisetus	World Register of Marine Species
MMETSP0717	Chaetoceros curvisetus	Stramenopile	Ochrophyta	Bacillariophyceae	Incertae sedis	Chaetocerotaceae	Chaetoceros	Chaetoceros curvisetus	World Register of Marine Species
MMETSP0718	Chaetoceros curvisetus	Stramenopile	Ochrophyta	Bacillariophyceae	Incertae sedis	Chaetocerotaceae	Chaetoceros	Chaetoceros curvisetus	World Register of Marine Species
MMETSP0719	Chaetoceros curvisetus	Stramenopile	Ochrophyta	Bacillariophyceae	Incertae sedis	Chaetocerotaceae	Chaetoceros	Chaetoceros curvisetus	World Register of Marine Species
MMETSP0149	MM31A-1	Stramenopile	Ochrophyta	Bacillariophyceae	Incertae sedis	Chaetocerotaceae	Chaetoceros	Chaetoceros debilis	World Register of Marine Species
MMETSP0150	MM31A-1	Stramenopile	Ochrophyta	Bacillariophyceae	Incertae sedis	Chaetocerotaceae	Chaetoceros	Chaetoceros debilis	World Register of Marine Species
MMETSP1447	CCMP1751	Stramenopile	Ochrophyta	Bacillariophyceae	Incertae sedis	Chaetocerotaceae	Chaetoceros	Chaetoceros dichaeta	World Register of Marine Species
MMETSP0751	CCMP1317	Stramenopile	Ochrophyta	Bacillariophyceae	Incertae sedis	Chaetocerotaceae	Chaetoceros	Chaetoceros neogracile	World Register of Marine Species
MMETSP0752	CCMP1317	Stramenopile	Ochrophyta	Bacillariophyceae	Incertae sedis	Chaetocerotaceae	Chaetoceros	Chaetoceros neogracile	World Register of Marine Species
MMETSP0753	CCMP1317	Stramenopile	Ochrophyta	Bacillariophyceae	Incertae sedis	Chaetocerotaceae	Chaetoceros	Chaetoceros neogracile	World Register of Marine Species
MMETSP0754	CCMP1317	Stramenopile	Ochrophyta	Bacillariophyceae	Incertae sedis	Chaetocerotaceae	Chaetoceros	Chaetoceros neogracile	World Register of Marine Species
MMETSP0200	GSL56	Stramenopile	Ochrophyta	Bacillariophyceae	Incertae sedis	Chaetocerotaceae	Chaetoceros	Chaetoceros sp.	World Register of Marine Species
MMETSP1429	UNC1202	Stramenopile	Ochrophyta	Bacillariophyceae	Incertae sedis	Chaetocerotaceae	Chaetoceros	Chaetoceros sp.	World Register of Marine Species
MMETSP0998	GSO105	Stramenopile	Ochrophyta	Bacillariophyceae	Lithodesmiales	Lithodesmiaceae	Ditylum	Ditylum brightwellii	World Register of Marine Species
MMETSP1001	GSO105	Stramenopile	Ochrophyta	Bacillariophyceae	Lithodesmiales	Lithodesmiaceae	Ditylum	Ditylum brightwellii	World Register of Marine Species
MMETSP1002	GSO103	Stramenopile	Ochrophyta	Bacillariophyceae	Lithodesmiales	Lithodesmiaceae	Ditylum	Ditylum brightwellii	World Register of Marine Species
MMETSP1005	GSO103	Stramenopile	Ochrophyta	Bacillariophyceae	Lithodesmiales	Lithodesmiaceae	Ditylum	Ditylum brightwellii	World Register of Marine Species
MMETSP1010	GSO104	Stramenopile	Ochrophyta	Bacillariophyceae	Lithodesmiales	Lithodesmiaceae	Ditylum	Ditylum brightwellii	World Register of Marine Species
MMETSP1012	GSO104	Stramenopile	Ochrophyta	Bacillariophyceae	Lithodesmiales	Lithodesmiaceae	Ditylum	Ditylum brightwellii	World Register of Marine Species
MMETSP1013	GSO104	Stramenopile	Ochrophyta	Bacillariophyceae	Lithodesmiales	Lithodesmiaceae	Ditylum	Ditylum brightwellii	World Register of Marine Species
MMETSP1062	Pop1 (SS4)	Stramenopile	Ochrophyta	Bacillariophyceae	Lithodesmiales	Lithodesmiaceae	Ditylum	Ditylum brightwellii	World Register of Marine Species
MMETSP1063	Pop2 (SS10)	Stramenopile	Ochrophyta	Bacillariophyceae	Lithodesmiales	Lithodesmiaceae	Ditylum	Ditylum brightwellii	World Register of Marine Species
MMETSP1362	CCMP1856	Stramenopile	Ochrophyta	Bacillariophyceae	Lithodesmiales	Lithodesmiaceae	Leptocylindrus	Leptocylindrus danicus	World Register of Marine Species
MMETSP0322	B651	Stramenopile	Ochrophyta	Bacillariophyceae	Lithodesmiales	Lithodesmiaceae	Leptocylindrus	Leptocylindrus danicus var. apora	World Register of Marine Species
MMETSP0321	B650	Stramenopile	Ochrophyta	Bacillariophyceae	Lithodesmiales	Lithodesmiaceae	Leptocylindrus	Leptocylindrus danicus var. danicus	World Register of Marine Species
MMETSP1360	CCMP2313	Stramenopile	Ochrophyta	Bacillariophyceae	Licmophorales	Licmophoraceae	Licomophora	Licmophora paradoxa	World Register of Marine Species
MMETSP1171	CCMP826	Stramenopile	Ochrophyta	Bacillariophyceae	Lithodesmiales	Lithodesmiaceae	Helicotheca	Helicotheca tamensis	World Register of Marine Species
MMETSP0794	CCMP 815	Stramenopile	Ochrophyta	Bacillariophyceae	Melosirids	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris	Archibald 2018
MMETSP1064	CCAP 1002/5	Stramenopile	Ochrophyta	Bacillariophyceae	Melosirids	Incertae sedis	Aulacoseira	Aulacoseira subarctica	Archibald 2018
MMETSP1065	CCMP125	Stramenopile	Ochrophyta	Bacillariophyceae	Naviculales	Amphipleuraceae	Amphiprora	Amphiprora paludosa	World Register of Marine Species
MMETSP0724	CCMP467	Stramenopile	Ochrophyta	Bacillariophyceae	Naviculales	Amphipleuraceae	Amphiprora	Amphiprora sp.	World Register of Marine Species
MMETSP0725	CCMP467	Stramenopile	Ochrophyta	Bacillariophyceae	Naviculales	Amphipleuraceae	Amphiprora	Amphiprora sp.	World Register of Marine Species
MMETSP0726	CCMP467	Stramenopile	Ochrophyta	Bacillariophyceae	Naviculales	Amphipleuraceae	Amphiprora	Amphiprora sp.	World Register of Marine Species
MMETSP0727	CCMP467	Stramenopile	Ochrophyta	Bacillariophyceae	Naviculales	Amphipleuraceae	Amphiprora	Amphiprora sp.	World Register of Marine Species
MMETSP1442	CCMP3328	Stramenopile	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Craspedostauros	Craspedostauros australis	World Register of Marine Species
AddRef0034	CCAP 1055/1	Stramenopile	Ochrophyta	Bacillariophyceae	Naviculales	Phaeodactylaceae	Phaeodactylum	Phaeodactylum tricornutum	World Register of Marine Species
MMETSP1352	CCMP1120	Stramenopile	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	Stauroneis constricta	World Register of Marine Species
MMETSP0580	Dactyliosolen fragilissimus	Stramenopile	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Dactyliosolen	Dactyliosolen fragilissimus	World Register of Marine Species
MMETSP0174	PI-D3	Stramenopile	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Proboscia	Proboscia alata	World Register of Marine Species
MMETSP0176	PI-D3	Stramenopile	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Proboscia	Proboscia alata	World Register of Marine Species
MMETSP0816	CCAP1064/1	Stramenopile	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Proboscia	Proboscia inermis	World Register of Marine Species
MMETSP0789	CCMP 1694	Stramenopile	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Rhizosolenia	Rhizosolenia setigera	World Register of Marine Species
